name	started_utc	command
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p3_s11	2026-08-21T03:29:40Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 3
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s0	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s1	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s2	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s3	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s4	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s5	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s6	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s7	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s8	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s9	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s10	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p4_s11	2026-08-21T03:29:54Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 4
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s0	2026-08-21T03:29:57Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s1	2026-08-21T03:29:57Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s2	2026-08-21T03:29:57Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s3	2026-08-21T03:29:57Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s4	2026-08-21T03:29:57Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s5	2026-08-21T03:29:57Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s6	2026-08-21T03:29:57Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s7	2026-08-21T03:29:57Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s8	2026-08-21T03:29:58Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s9	2026-08-21T03:29:58Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s10	2026-08-21T03:29:58Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2noise_pd1_bo_armC_emnoise_0.3_p5_s11	2026-08-21T03:29:58Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-likelihood-noise 0.3 --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 5
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s0	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s1	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s2	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s3	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s4	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s5	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s6	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s7	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s8	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s9	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s10	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p6_s11	2026-08-21T03:30:02Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 6
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s0	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s1	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s2	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s3	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s4	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s5	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s6	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s7	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s8	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s9	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s10	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p7_s11	2026-08-21T03:30:03Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 7
v2/stage2means_pd1_bo_armC_mean_const_emp_p8_s0	2026-08-21T03:30:04Z	bo_experiment --benchmark pd1_loo --pd1-source full --pd1-group all --pd1-candidate-pool full --pd1-pretrain-pool full --n-iters 50 --n-seeds 1 --n-init 3 --per-task-standardize --output-warp neglog --meta-subsample 64 --meta-task-batch 5 --hyperbo-iters 25000 --prior-cache _scratch_bo/results/prior_cache --prior-cache-mode readwrite --em-base-mean constant --methods em_frozen,em_additive_hyperbo,em_additive_hyperbo_frozen,hyperbo_frozen --pretrain-seed 8
